id,title,artist,acousticness,duration,energy,instrumentalness,liveness,loudness,speechiness,valence,danceability,
1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster,The Smiths ,8.54E-04,408173,0.930000007,0.120999999,0.087399997,-6.760000229,0.061500002,0.725000024,0.398000002,
2fDHuS1PTkHBbCWWZF1ph9,Folsom Prison Blues - Live at Folsom State Prison  Folsom  CA - January 1968,Johnny Cash ,0.065200001,162653,0.523999989,0.00199,0.893000007,-15.26900005,0.080300003,0.888999999,0.620999992,
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac ,0.009,270213,0.670000017,8.22E-04,0.0451,-8.81000042,0.049600001,0.481000006,0.545000017,
389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps - Remastered 2009,The Beatles ,0.020500001,285000,0.653999984,0.00395,0.172000006,-8.854999542,0.0317,0.702000022,0.453000009,
38Ngied9rBORlAbLYNCl4k,Once In A Lifetime - 2005 Remastered Version,Talking Heads ,0.180999994,259907,0.91900003,0.134000003,0.621999979,-6.289000034,0.0561,0.870999992,0.643999994,
6wpGqhRvJGNNXwWlPmkMyO,I Still Haven't Found What I'm Looking For,U2 ,0.015699999,277477,0.782999992,0.003,0.080600001,-9.411999702,0.0363,0.587000012,0.565999985,
2H7PHVdQ3mXqEHXcvclTB0,1999,Prince ,0.136999995,379267,0.730000019,0,0.084299996,-8.201000214,0.076700002,0.625,0.865999997,
44IeABaLLsnFVb7rjzNTzS,The Story,Brandi Carlile ,0.032499999,238493,0.5,3.78E-06,0.108999997,-8.253000259,0.026000001,0.177000001,0.54400003,
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Elton John ,0.381999999,377093,0.428000003,2.43E-04,0.148000002,-11.09700012,0.027799999,0.282000005,0.414000005,
76GlO5H5RT6g7y0gev86Nk,Just Like Heaven,The Cure ,0.027100001,212000,0.971000016,2.16E-05,0.185000002,-3.845000029,0.0524,0.763999999,0.430000007,
7i6r9KotUPQg3ozKKgEPIN,Seven Nation Army,The White Stripes ,0.00817,231733,0.463,0.446999997,0.254999995,-7.828000069,0.0792,0.324000001,0.736999989,
6Hmj7SrLRbreLVfVS7mV1S,Wake Up,Arcade Fire ,0.119999997,335333,0.800000012,0.053800002,0.118000001,-4.84499979,0.036800001,0.289999992,0.252000004,
04MjaNej8XUHI8jbz2THez,7,Prince ,0.091700003,310467,0.749000013,0,0.044399999,-6.255000114,0.056299999,0.563000023,0.746999979,
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers ,0.448000014,214733,0.824000001,1.27E-04,0.365999997,-5.987999916,0.033399999,0.77700001,0.550000012,
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix ,0.00255,240800,0.805000007,5.69E-05,0.084200002,-6.236999989,0.062399998,0.56400001,0.437999994,
2WOjLF83vqjit2Zh4B69V3,Don't Think Twice  It's All Right,Bob Dylan ,0.889999986,217400,0.243000001,0.0022,0.248999998,-17.08499908,0.036600001,0.467999995,0.600000024,
6G0NzOx2jEPFsSmhr9N8Ys,Nightswimming,R.E.M. ,0.796000004,258067,0.38499999,7.63E-06,0.103,-11.27200031,0.030400001,0.57099998,0.565999985,
6dfhF1BDGmhM69fnCb6wSC,America,Simon & Garfunkel ,0.55400002,215293,0.240999997,6.62E-06,0.084899999,-15.95499992,0.041999999,0.275000006,0.259000003,
2cbic3TiUENlJX91y67ARR,Skinny Love,Bon Iver ,0.843999982,238520,0.263000011,5.36E-06,0.127000004,-14.02900028,0.056699999,0.108999997,0.592999995,
2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton ,0.565999985,161533,0.537,0,0.130999997,-10.97099972,0.0363,0.809000015,0.674000025,
7yzbimr8WVyAtBX3Eg6UL9,Hallelujah,Leonard Cohen ,0.714999974,277160,0.344000012,0.00642,0.133000001,-12.57699966,0.029300001,0.231999993,0.280000001,
6ADSaE87h8Y3lccZlBJdXH,With Or Without You - Remastered,U2 ,2.07E-04,295516,0.432000011,0.368999988,0.145999998,-11.83199978,0.0288,0.107000001,0.542999983,
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remastered Version,David Bowie ,0.165999994,254293,0.449999988,2.06E-06,0.540000021,-10.29800034,0.026699999,0.550000012,0.486000001,
5jgFfDIR6FR0gvlA56Nakr,Blackbird - Remastered 2009,The Beatles ,0.754000008,138387,0.127000004,1.41E-05,0.057300001,-14.36100006,0.034200002,0.372000009,0.68599999,
1YQWosTIljIvxAgHWTp7KP,Take Five,The Dave Brubeck Quartet ,0.538999975,324133,0.25999999,7.80E-04,0.067500003,-13.19299984,0.040100001,0.59799999,0.453999996,
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson ,0.023600001,293827,0.653999984,0.015799999,0.0359,-3.051000118,0.040100001,0.847000003,0.920000017,
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin ,0.301999986,271333,0.463999987,5.96E-05,0.151999995,-10.96000004,0.043099999,0.657999992,0.453000009,
1MV5BzujqyRQ417qj0rXNS,I Will Dare,The Replacements ,0.00157,197427,0.856999993,0.034400001,0.333000004,-5.854000092,0.083300002,0.559000015,0.456,
6YffUZJ2R06kyxyK6onezL,Ring of Fire,Johnny Cash ,0.623000026,158427,0.584999979,2.13E-04,0.34799999,-8.18900013,0.0288,0.783999979,0.658999979,
5cDfI3KOa64zbuUgD6a4hG,Blue,The Jayhawks ,0.287999988,189507,0.583000004,0,0.298000008,-8.19699955,0.0277,0.381000012,0.515999973,
6X4JeTWCuKEzKOEHXDtyBo,Little Red Corvette - Single Version,Prince ,0.234999999,188613,0.699999988,8.02E-06,0.836000025,-11.04500008,0.086900003,0.801999986,0.77700001,
5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,Pink Floyd ,0.150000006,382297,0.365999997,0.307999998,0.083700001,-12.59500027,0.0286,0.171000004,0.472000003,
6vKSrqeuPqnlsqDbBj6F3n,Sir Duke,Stevie Wonder ,0.157000005,232093,0.546000004,0,0.093999997,-10.88500023,0.074199997,0.952000022,0.583000004,
5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,Oasis ,4.53E-04,258733,0.86500001,0,0.233999997,-4.918000221,0.0381,0.477999985,0.372000009,
3fOsKEaGwhp9TRgJnrMA2z,Bad - Edit,U2 ,0.0218,349507,0.712000012,5.89E-04,0.0995,-7.920000076,0.032000002,0.347000003,0.384000003,
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,The Who ,0.287,300000,0.722000003,0.186000004,0.282999992,-8.373000145,0.034699999,0.156000003,0.493999988,
1r8oPEXqnhUVgkUkJNqEuF,Love Will Tear Us Apart - 2010 Remastered Version,Joy Division ,9.89E-04,204621,0.90200001,0.690999985,0.136999995,-8.661999702,0.036800001,0.907000005,0.524999976,
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,OutKast ,0.103,235213,0.973999977,5.32E-04,0.174999997,-2.260999918,0.066500001,0.964999974,0.727999985,
05f8Hg3RSfiPSCBQOtxl3i,When the Levee Breaks - Remastered,Led Zeppelin ,0.00217,428851,0.765999973,0.519999981,0.070699997,-8.029999733,0.032900002,0.802999973,0.270999998,
0pNeVovbiZHkulpGeOx1Gj,Something - Remastered 2009,The Beatles ,0.197999999,182293,0.338,2.62E-06,0.137999997,-10.87199974,0.030400001,0.377000004,0.395999998,
2DFRFqWNahKtFD112H2iEZ,Do You Realize??,The Flaming Lips ,0.006,213173,0.796999991,3.04E-04,0.39199999,-5.243999958,0.033300001,0.546999991,0.463999987,
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac ,0.064400002,257800,0.492000014,0.00428,0.128000006,-9.744000435,0.0276,0.788999975,0.828000009,
1L94M3KIu7QluZe63g64rv,Alive,Pearl Jam ,0.00752,340907,0.875,4.61E-04,0.40200001,-6.068999767,0.042199999,0.595000029,0.284000009,
1yo16b3u0lptm6Cs7lx4AD,Fight The Power,Public Enemy ,0.00484,282640,0.582000017,2.04E-06,0.51700002,-12.97000027,0.254999995,0.414999992,0.796999991,
3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,The Beatles ,0.335999995,247320,0.501999974,1.38E-04,0.0713,-12.27700043,0.178000003,0.289000005,0.389999986,
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones ,0.0348,222813,0.852999985,0.127000004,0.195999995,-7.842000008,0.035300002,0.903999984,0.725000024,
78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin ,0.013,146250,0.931999981,0.169,0.349000007,-10.06799984,0.055399999,0.619000018,0.56400001,
2GvRLzDDQikrgjI7gxueuP,Angel From Montgomery (Live Version) [In The Style Of Bonnie Raitt & John Prine] {Performance Track with Demonstration Vocals},Done Again ,0.412,230938,0.217999995,0.00756,0.103,-16.65999985,0.0352,0.181999996,0.463999987,
4K1imZQQ0yKtJ40vGmUajS,Girl from the North Country (with Johnny Cash),Bob Dylan Johnny Cash ,0.842999995,220400,0.142000005,1.97E-04,0.120999999,-23.45499992,0.038199998,0.305000007,0.606999993,
3zpj9dvJABiyMrmLCPw6i8,Crazy - Single Version,Patsy Cline The Jordanaires ,0.930999994,164573,0.021,1.19E-06,0.103,-24.38500023,0.036600001,0.356000006,0.470999986,
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon ,0.181999996,280000,0.763000011,0.0065,0.077,-8.123999596,0.0535,0.819999993,0.776000023,
1RSy7B2vfPi84N80QJ6frX,Blue Monday - 2016 Remastered Version,New Order ,7.26E-04,450800,0.703000009,0.879999995,0.075000003,-9.548000336,0.0581,0.856000006,0.792999983,
6Kbkge4WbvwWv1jVzSQsr8,When You Were Mine,Prince ,0.00657,225547,0.444000006,0.776000023,0.071900003,-13.25399971,0.064800002,0.879000008,0.694000006,
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles ,0.00574,391376,0.508000016,4.94E-04,0.057500001,-9.484000206,0.027000001,0.609000027,0.578999996,
3SVAN3BRByDmHOhKyIDxfC,Karma Police,Radiohead ,0.062600002,264067,0.504999995,9.22E-05,0.172000006,-9.12899971,0.026000001,0.317000002,0.360000014,
2g9EvzLR2sYscJQubwKGqu,Alex Chilton - 2008 Remastered Version,The Replacements ,0.00242,193980,0.924000025,3.73E-05,0.323000014,-7.383999825,0.047600001,0.792999983,0.442999989,
70gbuMqwNBE2Y5rkQJE9By,Going to California - Remaster,Led Zeppelin ,0.943000019,212161,0.264999986,0.045000002,0.0867,-15.91300011,0.033300001,0.522000015,0.503000021,
76TZCvJ8GitQ2FA1q5dKu0,The Boxer,Simon & Garfunkel ,0.702000022,308520,0.488000005,3.39E-04,0.159999996,-14.46399975,0.061500002,0.629000008,0.43900001,
5PntSbMHC1ud6Vvl8x56qd,Loser,Beck ,0.0341,235000,0.626999974,9.64E-05,0.38499999,-10.39700031,0.123999998,0.788999975,0.660000026,
4QuYdbaC0j3lzmt5hLgMjj,Unsatisfied,The Replacements ,0.048099998,241773,0.81099999,3.58E-04,0.367000014,-7.342999935,0.031800002,0.437999994,0.528999984,
1H7gMYGykdtwZOV6s1N0by,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles ,0.182999998,124693,0.368999988,0.00126,0.112000003,-11.8760004,0.037900001,0.649999976,0.425000012,
045sp2JToyTaaKyXkGejPy,Fake Plastic Trees,Radiohead ,0.166999996,290707,0.229000002,0.101999998,0.202000007,-12.59200001,0.0297,0.134000003,0.453999996,
2kkvB3RNRzwjFdGhaUA0tz,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos ,0.583999991,423840,0.917999983,0.331999987,0.308999985,-3.743000031,0.070900001,0.479000002,0.393999994,
16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,Neil Young ,0.430999994,202147,0.244000003,0.00867,0.096299998,-15.28600025,0.035500001,0.444000006,0.702000022,
4vLYewWIvqHfKtJDk8c8tq,So What,Miles Davis ,0.704999983,562640,0.150999993,0.00136,0.115999997,-17.26600075,0.037300002,0.209999993,0.51700002,
5GjPQ0eI7AgmOnADn1EO6Q,Eleanor Rigby - Remastered 2009,The Beatles ,0.93599999,126533,0.280000001,1.56E-05,0.305000007,-9.090999603,0.0381,0.813000023,0.58099997,
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,Weezer ,0.00717,258827,0.51700002,1.40E-05,0.068700001,-7.122000217,0.032200001,0.419999987,0.624000013,
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,Nina Simone ,0.864000022,174000,0.326000005,0,0.191,-9.23900032,0.038600001,0.546000004,0.398999989,
2374M0fQpWi3dLnB54qaLX,Africa,Toto ,0.256999999,295893,0.372999996,7.95E-05,0.048099998,-18.06399918,0.032299999,0.731999993,0.671000004,
0301nLjG0ti26rx5ZmfqtP,Scenario - LP Mix,A Tribe Called Quest ,0.112000003,250133,0.600000024,1.71E-04,0.111000001,-14.00399971,0.340999991,0.633000016,0.795000017,
1OE5l6sedVcIFELMuxQOPI,Ripple - 2013 Remaster,Grateful Dead ,0.426999986,249734,0.411000013,5.74E-05,0.601999998,-14.25800037,0.034000002,0.675000012,0.603999972,
1YwNlWLf8auhazSQUDQLFU,Enjoy the Silence - Single Mix,Depeche Mode Daniel Miller Phil Legg ,0.155000001,257333,0.811999977,4.43E-05,0.078000002,-7.945000172,0.029300001,0.822000027,0.640999973,
6uAm7pG66O1XesXS9bpHSF,Good as Hell,Lizzo ,0.284999996,159011,0.904999971,0,0.524999976,-3.187000036,0.076499999,0.492000014,0.684000015,
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles ,0.879000008,125667,0.179000005,0,0.088600002,-11.82999992,0.032600001,0.314999998,0.331999987,
36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,Otis Redding ,0.186000004,201733,0.133000001,2.26E-05,0.257999986,-15.15100002,0.056499999,0.068000004,0.587000012,
5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered,The Beach Boys ,0.326000005,219027,0.47299999,1.24E-04,0.108999997,-7.670000076,0.034499999,0.38499999,0.395999998,
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,R.E.M. ,0.163000003,268427,0.848999977,0,0.093699999,-5.03000021,0.0284,0.828999996,0.671000004,
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey ,0.127000004,250987,0.748000026,0,0.446999997,-9.07199955,0.0363,0.513999999,0.5,
5l9c6bJmzvftumhz4TMPgk,Harvest Moon,Neil Young ,0.526000023,303213,0.308999985,2.49E-04,0.123999998,-12.43200016,0.0264,0.407000005,0.648000002,
3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,Van Morrison ,0.367000014,205613,0.523999989,0.00254,0.115000002,-10.26599979,0.0309,0.796999991,0.60799998,
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers ,0.00108,222587,0.93599999,0,0.092600003,-3.660000086,0.091700003,0.233999997,0.330000013,
5KXdflxoxCcE9m5F2QoAUY,Over the Hills and Far Away - 1990 Remaster,Led Zeppelin ,0.058200002,289360,0.540000021,0.071699999,0.084899999,-13.89700031,0.051600002,0.298999995,0.412,
7rKyITVLEwldhdXIy7P6Vw,Closer to Fine,Indigo Girls ,0.368000001,241600,0.676999986,0,0.224000007,-6.348999977,0.0286,0.748000026,0.540000021,
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green ,0.569999993,199396,0.397000015,0.0115,0.054200001,-10.70100021,0.052200001,0.507000029,0.755999982,
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra ,0.65200001,303373,0.338,3.72E-06,0.247999996,-10.0539999,0.0328,0.476999998,0.388000011,
250RLekaiL1q9qZer975Eg,If We Were Vampires,Jason Isbell and the 400 Unit ,0.824000001,215564,0.208000004,3.70E-06,0.107000001,-16.22500038,0.032400001,0.685000002,0.629000008,
7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered,Queen ,0.048799999,209413,0.855000019,6.81E-04,0.680000007,-5.077000141,0.186000004,0.605000019,0.559000015,
6ITuEsxEy2qPhqMowdDAeI,Train in Vain - Remastered,The Clash ,0.092200004,194667,0.722000003,3.66E-04,0.131999999,-8.711999893,0.042800002,0.966000021,0.760999978,
3qT4bUD1MaWpGrTwcvguhb,Black Dog - Remaster,Led Zeppelin ,0.395999998,295387,0.864000022,0.031399999,0.241999999,-7.842000008,0.090400003,0.749000013,0.437000006,
0ritgEzDOsxbd2IfYX96S9,Bastards of Young - 2008 Remastered Version,The Replacements ,0.00573,218067,0.916000009,1.07E-06,0.333999991,-8.31799984,0.123999998,0.391000003,0.437999994,
4aOAzvRdOsZSwZIgwcdeL0,Let Down,Radiohead ,1.24E-04,299560,0.674000025,0.119999997,0.180000007,-9.017999649,0.030999999,0.144999996,0.351999998,
1BNtFSws7fjbn9aVBPA79j,The Beautiful Ones,Prince ,0.092299998,313960,0.414000005,0.0049,0.080899999,-12.07400036,0.035500001,0.513999999,0.547999978,
38zsOOcu31XbbYj9BIPUF1,Your Song,Elton John ,0.824999988,240750,0.301999986,5.21E-06,0.130999997,-10.98600006,0.0319,0.277999997,0.56099999,
5H06kjjKa1Oz8BZcGeplel,Alone,Trampled by Turtles ,0.758000016,268280,0.42899999,0.402999997,0.097599998,-10.63599968,0.032099999,0.294,0.546000004,
2EC9IJj7g0mN1Q5VrZkiYY,Rebel Rebel - 2016 Remastered Version,David Bowie ,0.209000006,274747,0.68599999,0.0176,0.282000005,-15.64799976,0.052999999,0.463999987,0.63499999,
4qN7nSAVTjPfOOz0wkRQpM,In Your Eyes - 2012 Remaster,Peter Gabriel ,0.070900001,327947,0.712000012,2.55E-06,0.100000001,-7.211999893,0.036400001,0.628000021,0.629999995,
2oSpQ7QtIKTNFfA08Cy0ku,It's The End Of The World As We Know It (And I Feel Fine),R.E.M. ,0.026000001,246933,0.893000007,0,0.0251,-8.637999535,0.037,0.802999973,0.382999986,
5shPZ6RnC6sCm0iSZiv7wU,Controversy,Prince ,0.00996,435333,0.32100001,0.238999993,0.068400003,-17.13899994,0.052700002,0.629000008,0.851999998,
6l8EbYRtQMgKOyc1gcDHF9,Bridge Over Troubled Water,Simon & Garfunkel ,0.822000027,293120,0.206,6.49E-04,0.115000002,-13.88799953,0.032299999,0.263999999,0.149000004,
2ugghimAssmeO3YpFIV7mb,Blister In The Sun,Violent Femmes ,0.218999997,144333,0.261000007,0,0.082099997,-19.84600067,0.093800001,0.889999986,0.700999975,
00oZhqZIQfL9P5CjOP6JsO,Tomorrow Never Knows - Remastered 2009,The Beatles ,8.40E-05,179547,0.828999996,0.00208,0.342000008,-6.105000019,0.0405,0.053399999,0.379999995,
5INCM5mKhPHFyGSxc37out,I Could Never Take the Place of Your Man,Prince ,0.074100003,389227,0.601999998,0.026799999,0.338999987,-14.87199974,0.0276,0.862999976,0.619000018,
0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths ,0.039999999,244587,0.768999994,0,0.136000007,-5.855000019,0.026900001,0.875999987,0.523000002,
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison ,0.181999996,183307,0.583000004,0,0.407000005,-10.96399975,0.037599999,0.907000005,0.490999997,
5jSz894ljfWE0IcHBSM39i,Raspberry Beret,Prince ,0.209999993,215173,0.670000017,4.26E-04,0.068499997,-12.75899982,0.0438,0.910000026,0.760999978,
1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,Big Brother & The Holding Company Janis Joplin ,0.263000011,253333,0.726999998,1.41E-04,0.169,-7.951000214,0.144999996,0.565999985,0.442999989,
